Step,Time (s),Particle Count,Err,M0 (m-3),Err,Equiv. Sphere Diameter (m),Err,Collision Diameter (m),Err,Mobility Diameter (m),Err,Surface Area (m2/m3),Err,Avg. Surface Area (m2),Err,Fv (-),Err,Avg. Volume (m3),Err,Mass (kg/m3),Err,Avg. Mass (kg),Err,Mass2 (kg2/m6),Err,Mass3 (kg3/m9),Err,Avg num coags (-),Err,Max num coags (-),Err,aluminum,Err,Avg. aluminum,Err
10,5e-05,1,0,11639924931981.5,0,9.18302810969842e-06,0,9.18302810969842e-06,0,9.18302810969842e-06,0,3083.69828753689,0,2.64924241827729e-10,0,0.00471961796037669,0,4.05468075434851e-16,0,11.2185318918154,0,9.63797615308641e-13,0,1.08123942845956e-11,0,1.042095982727e-23,0,0,0,0,0,2.50220702696849e+20,0,21496762578713,0
11,5.5e-05,1,0,11804094493341.7,0,9.11390781361279e-06,0,9.11390781361279e-06,0,9.11390781361279e-06,0,3080.29146829597,0,2.60951102181827e-10,0,0.0046789186716468,0,3.96380990874481e-16,0,11.1217896825044,0,9.42197615308641e-13,0,1.04789237168199e-11,0,9.8732169369889e-24,0,0,0,0,0,2.48062942320744e+20,0,21014991235513,0
12,6e-05,1,0,12059171442029.3,0,9.00821816974401e-06,0,9.00821816974401e-06,0,9.00821816974401e-06,0,3074.29213309871,0,2.54933943669131e-10,0,0.00461565225938425,0,3.82750364033926e-16,0,10.9714054205564,0,9.09797615308641e-13,0,9.98175848820648e-12,0,9.08138006915704e-24,0,0,0,0,0,2.44708737326537e+20,0,20292334220713,0
13,6.5e-05,1,0,12335094098865.3,0,8.89998854226721e-06,0,8.89998854226721e-06,0,8.89998854226721e-06,0,3069.5254224533,0,2.48844913370841e-10,0,0.00455312669202864,0,3.6911973719337e-16,0,10.8227821469521,0,8.77397615308641e-13,0,9.49588324674068e-12,0,8.33166531593954e-24,0,0,0,0,0,2.41393809819355e+20,0,19569677205913,0
14,7e-05,1,0,12915632679379.4,0,8.6752595804303e-06,0,8.6752595804303e-06,0,8.6752595804303e-06,0,3053.72915205462,0,2.36436667708124e-10,0,0.00441531860137402,0,3.4185848351226e-16,0,10.4952123154661,0,8.12597615308641e-13,0,8.52838449970559e-12,0,6.93014490689594e-24,0,0,0,0,0,2.34087617332929e+20,0,18124363176313,0
15,7.5e-05,1,0,13344119354999.5,0,8.51871801531798e-06,0,8.51871801531798e-06,0,8.51871801531798e-06,0,3042.20359796894,0,2.27980844373154e-10,0,0.00431928212458163,0,3.23684314391519e-16,0,10.2669336101305,0,7.69397615308641e-13,0,7.89935423616656e-12,0,6.07774431178476e-24,0,0,0,0,0,2.28996036847121e+20,0,17160820489913,0
16,8e-05,1,0,14145784736750.6,0,8.23003277152735e-06,0,8.23003277152735e-06,0,8.23003277152735e-06,0,3010.09392139234,0,2.12790875685543e-10,0,0.00412886483678036,0,2.91879518430223e-16,0,9.81431171702691,0,6.93797615308641e-13,0,6.80914606516893e-12,0,4.72416930230242e-24,0,0,0,0,0,2.18900654559979e+20,0,15474620788713,0
17,8.5e-05,1,0,14918703409463.9,0,7.96538850484885e-06,0,7.96538850484885e-06,0,7.96538850484885e-06,0,2973.68442873906,0,1.99325929815902e-10,0,0.00394776140851901,0,2.64618264749113e-16,0,9.38382886804968,0,6.28997615308641e-13,0,5.90240598046763e-12,0,3.7125992862976e-24,0,0,0,0,0,2.09299066579594e+20,0,14029306759113,0
18,9e-05,1,0,15345694969868.2,0,7.8262034606204e-06,0,7.8262034606204e-06,0,7.8262034606204e-06,0,2952.83175402755,0,1.92420855479373e-10,0,0.00385157973255245,0,2.50987637908557e-16,0,9.15520502427718,0,5.96597615308641e-13,0,5.46197348514545e-12,0,3.2586003561168e-24,0,0,0,0,0,2.04199788047102e+20,0,13306649744313,0
19,9.5e-05,1,0,15690386396660.6,0,6.50633707260594e-06,0,6.50633707260594e-06,0,6.50633707260594e-06,0,2086.68372778453,0,1.32991226285456e-10,0,0.00226277957090719,0,1.44214394324207e-16,0,5.37862704004638,0,3.42797615308641e-13,0,1.84378052296247e-12,0,6.32043566424055e-25,0,0,0,0,0,1.19966128409953e+20,0,7645836461713,0
20,0.0001,1,0,15255545983722.8,0,6.22066401529226e-06,0,6.22066401529226e-06,0,6.22066401529226e-06,0,1854.60368571488,0,1.21569145259939e-10,0,0.00192281245139027,0,1.26040225203467e-16,0,4.57052519695467,0,2.99597615308641e-13,0,1.36931844971567e-12,0,4.10244542132941e-25,0,0,0,0,0,1.01942039966032e+20,0,6682293775313,0
21,0.000105,1,0,14650262451365.9,0,5.64596816848261e-06,0,5.64596816848261e-06,0,5.64596816848261e-06,0,1467.14192683948,0,1.00144412546185e-10,0,0.00138057377061493,0,9.42354292421712e-17,0,3.28162385275168,0,2.23997615308641e-13,0,7.35075917356332e-13,0,1.6465525255863e-25,0,0,0,0,0,7.31940894174694e+19,0,4996094074113,0
22,0.00011,1,0,14255562439778.1,0,5.038517972299e-06,0,5.038517972299e-06,0,5.038517972299e-06,0,1136.94604011434,0,7.97545551020739e-11,0,0.00095475454156336,0,6.69741755610605e-17,0,2.26945154529611,0,1.59197615308641e-13,0,3.6129127406965e-13,0,5.75167092637089e-26,0,0,0,0,0,5.06183666344732e+19,0,3550780044513,0
23,0.000115,1,0,14050205413528.3,0,4.56882604750848e-06,0,4.56882604750848e-06,0,4.56882604750848e-06,0,921.386389406622,0,6.55781436846083e-11,0,0.000701609540253416,0,4.99358920103664e-17,0,1.66772587718237,0,1.18697615308641e-13,0,1.97955084610059e-13,0,2.34967964814342e-26,0,0,0,0,0,3.7197339626831e+19,0,2647458776013,0
24,0.00012,1,0,13902883562924,0,4.06495042882278e-06,0,4.06495042882278e-06,0,4.06495042882278e-06,0,721.714225966382,0,5.19111177691971e-11,0,0.000488955789555804,0,3.51693795997648e-17,0,1.16224791177415,0,8.35976153086409e-14,0,9.71611538217662e-14,0,8.1224407601357e-27,0,0,0,0,0,2.59230434067975e+19,0,1864580343313,0
25,0.000125,1,0,13809143909785.4,0,3.56935710922788e-06,0,3.56935710922788e-06,0,3.56935710922788e-06,0,552.709118608329,0,4.00248648445666e-11,0,0.000328802951092845,0,2.3810523899302e-17,0,0.781564614747694,0,5.65976153086409e-14,0,4.42346934043361e-14,0,2.50357816059429e-27,0,0,0,0,0,1.7432196029842e+19,0,1262366164313,0
26,0.00013,1,0,13737592935957.5,0,2.96060708349179e-06,0,2.96060708349179e-06,0,2.96060708349179e-06,0,378.287563670624,0,2.7536670029032e-11,0,0.000186660282672385,0,1.35875537688855e-17,0,0.443691491912259,0,3.22976153086409e-14,0,1.43301771214991e-14,0,4.62830547974864e-28,0,0,0,0,0,9.89619657523059e+18,0,720373403213,0
27,0.000135,1,0,13691367735215.7,0,2.2080036486706e-06,0,2.2080036486706e-06,0,2.2080036486706e-06,0,209.698962332778,0,1.53161441857565e-11,0,7.71694059594268e-05,0,5.63635477856158e-18,0,0.183431677965558,0,1.33976153086409e-14,0,2.45754705680104e-15,0,3.29252700699029e-29,0,0,0,0,0,4.09130212402299e+18,0,298823477913,0
28,0.00014,1,0,13676390535216.3,0,1.62063080219609e-06,0,1.62063080219609e-06,0,1.62063080219609e-06,0,112.846876947925,0,8.25121779444274e-12,0,3.04805451688317e-05,0,2.22869806842275e-18,0,0.072452255866313,0,5.29761530864088e-15,0,3.83824179822946e-16,0,2.03335285085657e-30,0,0,0,0,0,1.61599169567517e+18,0,118159224213,0
29,0.000145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0.000155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0.000165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0.000175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0.000185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0.000205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0.00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0.000215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0.000225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0.00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0.000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0.000245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0.000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0.000265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0.000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.000285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0.00029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0.000295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0.000305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0.00031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0.000315000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0.000320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0.000325000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0.000330000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0.000335000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0.000340000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0.000345000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0.000350000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0.000355000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0.000360000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0.000365000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0.000370000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0.000375000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0.000380000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0.000385000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0.000390000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0.000395000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0.000400000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0.000405000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0.000410000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.000415000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0.000420000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0.000425000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0.000430000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0.000435000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0.000440000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0.000445000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.000450000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0.000455000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0.000460000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0.000465000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0.000470000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0.000475000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0.000480000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0.000485000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0.000490000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0.000495000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0.000500000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
