Step,Time (s),AL (mol/cm3s),Err,O2 (mol/cm3s),Err,ALO (mol/cm3s),Err,O (mol/cm3s),Err,ALO2 (mol/cm3s),Err,AL2O2 (mol/cm3s),Err,AL2O3(S) (mol/cm3s),Err,AL2O (mol/cm3s),Err,AL(L) (mol/cm3s),Err,AL2O3(L) (mol/cm3s),Err
244,0.000243999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,0.000244999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,0.000245999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0.000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0.000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0.000249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0.000251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.000252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,0.000253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,0.000254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,0.000255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0.000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,0.000257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,0.000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,0.000259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0.000261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,0.000262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0.000263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,0.000264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,0.000265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,0.000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,0.000267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,0.000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0.000269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,0.000271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,0.000272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,0.000273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0.000274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0.000276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,0.000277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,0.000278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0.000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,0.00028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,0.000281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,0.000282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,0.000283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,0.000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,0.000285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,0.000286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,0.000287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,0.000288000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,0.000289000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,0.000290000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0.000291000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,0.000292000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,0.000293000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,0.000294000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0.000295000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,0.000296000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,0.000297000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,0.000298000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0.000299000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,0.000300000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0.000301000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0.000302000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0.000303000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,0.000304000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0.000305000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0.000306000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0.000307000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.000308000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,0.000309000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,0.000310000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0.000311000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,0.000312000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0.000313000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,0.000314000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0.000315000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0.000316000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0.000317000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0.000318000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0.000319000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,0.000320000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0.000321000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0.000322000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,0.000323000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0.000324000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0.000325000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0.000326000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0.000327000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,0.000328000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,0.000329000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0.000330000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0.000331000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0.000332000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0.000333000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.000334000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0.000335000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0.000336000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0.000337000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0.000338000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0.000339000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0.000340000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0.000341000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0.000342000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0.000343000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0.000344000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0.000345000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,0.000346000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0.000347000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0.000348000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0.000349000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0.000350000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0.000351000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0.000352000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,0.000353000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,0.000354000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0.000355000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0.000356000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0.000357000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0.000358000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0.000359000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0.000360000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0.000361000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,0.000362000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,0.000363000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0.000364000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.000365000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0.000366000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0.000367000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0.000368000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0.000369000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0.000370000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0.000371000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0.000372000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0.000373000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0.000374000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0.000375000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0.000376000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0.000377000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0.000378000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0.000379000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0.000380000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0.000381000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0.000382000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0.000383000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0.000384000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0.000385000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0.000386000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0.000387000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0.000388000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0.000389000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0.000390000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0.000391000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0.000392000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0.000393000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0.000394000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0.000395000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0.000396000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0.000397000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0.000398000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0.000399000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0.000400000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0.000401000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0.000402000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0.000403000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,0.000404000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0.000405000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,0.000406000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,0.000407000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0.000408000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0.000409000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0.000410000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0.000411000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0.000412000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0.000413000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0.000414000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0.000415000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0.000416000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0.000417000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0.000418000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0.000419000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0.000420000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0.000421000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0.000422000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0.000423000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0.000424000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0.000425000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0.000426000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,0.000427000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0.000428000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0.000429000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0.000430000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,0.000431000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,0.000432000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,0.000433000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0.000434000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,0.000435000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,0.000436000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,0.000437000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0.000438000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,0.000439000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,0.000440000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0.000441000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,0.000442000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0.000443000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0.000444000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0.000445000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,0.000446000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,0.000447000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0.000448000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0.000449000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0.000450000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,0.000451000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,0.000452000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,0.000453000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,0.000454000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0.000455000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0.000456000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0.000457000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,0.000458000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0.000459000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0.000460000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,0.000461000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0.000462000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0.000463000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0.000464000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,0.000465000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,0.000466000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0.000467000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0.000468000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,0.000469000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0.000470000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,0.000471000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,0.000472000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,0.000473000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,0.000474000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,0.000475000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,0.000476000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0.000477000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,0.000478000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,0.000479000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0.000480000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0.000481000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0.000482000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0.000483000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,0.000484000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,0.000485000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0.000486000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,0.000487000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,0.000488000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0.000489000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0.000490000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,0.000491000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,0.000492000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0.000493000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,0.000494000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,0.000495000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,0.000496000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,0.000497000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,0.000498000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0.000499000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0.000500000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
